gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1536,1536,4096,ck,2,0,42.3443,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,456.43,408.59,0.0
gfx942,304,4,4096,12288,ck,8,2,20.9516,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.22,2406.19,0.0
gfx942,304,8,4096,8192,ck,6,3,15.7364,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,34.12,2140.61,0.0007
gfx942,304,8,4096,12288,ck,8,2,21.1321,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,38.11,2389.52,0.0
gfx942,304,16,4096,8192,ck,8,2,15.9842,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,67.18,2115.63,0.0
gfx942,304,16,4096,12288,ck,8,2,21.2756,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,75.7,2381.1,0.0
gfx942,304,32,4096,8192,ck,13,2,20.2023,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,106.3,1686.87,0.0
gfx942,304,32,4096,12288,ck,13,2,25.9666,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,124.05,1963.56,0.0
gfx942,304,64,4096,8192,ck,13,2,27.3416,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,157.09,1265.58,0.0
gfx942,304,64,4096,12288,ck,18,2,34.273,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,187.97,1506.79,0.0
gfx942,304,96,4096,8192,ck,3,2,35.0971,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,183.56,1000.86,0.0
gfx942,304,96,4096,12288,ck,3,2,44.2751,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,218.26,1181.2,0.0
gfx942,304,128,4096,8192,ck,18,0,35.5309,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,241.76,1003.4,0.0
gfx942,304,128,4096,12288,ck,18,2,49.1913,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,261.93,1076.47,0.0
gfx942,304,192,4096,8192,ck,18,0,37.3737,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,344.76,981.98,0.0
gfx942,304,192,4096,12288,ck,18,0,57.0951,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,338.51,950.41,0.0
gfx942,304,256,4096,8192,ck,18,0,44.2538,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,388.21,853.01,0.0
gfx942,304,256,4096,12288,ck,18,0,64.8491,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,397.38,856.98,0.0
gfx942,304,320,4096,8192,ck,0,1,63.6771,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,337.25,609.28,0.0
gfx942,304,320,4096,12288,ck,0,1,84.4801,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,381.3,673.36,0.0
gfx942,304,384,4096,8192,ck,3,0,69.3283,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,371.71,574.74,0.0
gfx942,304,384,4096,12288,ck,0,2,99.6278,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,387.99,584.13,0.0
gfx942,304,448,4096,8192,ck,2,0,73.5928,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,408.53,555.69,0.0
gfx942,304,448,4096,12288,ck,0,1,95.5095,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,472.17,623.04,0.0
gfx942,304,512,4096,12288,ck,0,2,103.1016,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,499.89,589.88,0.0
gfx942,304,640,4096,12288,ck,0,0,156.9394,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,410.51,404.23,0.0
gfx942,304,768,4096,12288,ck,0,1,152.5338,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,506.83,433.09,0.0
gfx942,304,896,4096,12288,ck,0,1,152.6265,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,590.95,450.0,0.0
gfx942,304,1024,4096,12288,ck,0,1,163.6275,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,629.96,435.77,0.0
gfx942,304,1280,4096,12288,ck,0,0,243.0322,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,530.17,314.96,0.0
gfx942,304,1536,4096,12288,ck,0,1,242.158,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,638.5,337.75,0.0
gfx942,304,4,8192,1024,ck,8,0,6.2496,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.74,1353.41,0.0
gfx942,304,8,8192,1024,ck,8,0,6.2388,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.51,1366.91,0.0
gfx942,304,16,8192,1024,ck,8,0,6.2409,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,43.01,1388.76,0.0
gfx942,304,32,8192,1024,ck,8,0,6.1506,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,87.29,1454.44,0.0
gfx942,304,64,8192,1024,ck,13,0,6.9123,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,155.34,1374.76,0.0
gfx942,304,96,8192,1024,ck,12,0,9.8655,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,163.26,1019.69,0.0
gfx942,304,128,8192,1024,ck,3,0,10.3618,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,207.25,1024.61,0.0
gfx942,304,192,8192,1024,ck,18,0,13.4385,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,239.7,872.94,0.0
gfx942,304,256,8192,1024,ck,18,0,13.6011,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,315.78,944.41,0.0
gfx942,304,320,8192,1024,ck,0,0,18.7732,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,285.98,743.57,0.0
gfx942,304,384,8192,1024,ck,18,0,19.7706,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,325.86,762.41,0.0
gfx942,304,448,8192,1024,ck,18,0,20.9781,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,358.29,771.63,0.0
gfx942,304,512,8192,1024,ck,0,0,22.4886,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,381.97,769.35,0.0
gfx942,304,640,8192,1024,ck,3,0,29.4919,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,364.08,662.21,0.0
gfx942,304,768,8192,1024,ck,2,0,32.1233,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,401.11,677.33,0.0
gfx942,304,896,8192,1024,ck,2,0,34.0778,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,441.12,703.87,0.0
gfx942,304,1024,8192,1024,ck,0,0,34.6817,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,495.36,755.86,0.0
gfx942,304,1280,8192,1024,ck,0,0,47.5821,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,451.32,644.59,0.0
gfx942,304,1536,8192,1024,ck,0,0,49.112,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,524.72,715.25,0.0
gfx942,304,4,32768,1024,ck,7,0,11.0383,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,24.32,3063.94,0.0
gfx942,304,8,32768,1024,ck,7,0,11.3785,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,47.18,2995.73,0.0
gfx942,304,16,32768,1024,ck,7,0,11.9363,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,89.96,2900.35,0.0
gfx942,304,32,32768,1024,ck,12,0,13.9581,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,153.85,2556.53,0.0
gfx942,304,64,32768,1024,ck,18,0,17.781,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,241.55,2126.67,0.0
gfx942,304,96,32768,1024,ck,2,0,24.2816,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,265.32,1645.04,0.0
gfx942,304,128,32768,1024,ck,0,0,24.759,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,346.94,1699.35,0.0
gfx942,304,192,32768,1024,ck,0,0,35.5504,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,362.44,1303.33,0.0
gfx942,304,256,32768,1024,ck,0,0,40.0062,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,429.43,1264.65,0.0
gfx942,304,320,32768,1024,ck,0,0,50.5455,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,424.86,1085.23,0.0
gfx942,304,384,32768,1024,ck,0,0,52.8536,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,487.57,1118.44,0.0
gfx942,304,448,32768,1024,ck,0,0,64.2849,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,467.68,985.82,0.0
gfx942,304,512,32768,1024,ck,0,0,67.05,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,512.45,1008.7,0.0
gfx942,304,640,32768,1024,ck,0,0,83.9167,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,511.81,907.48,0.0
gfx942,304,768,32768,1024,ck,0,0,94.5648,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,545.02,895.39,0.0
gfx942,304,896,32768,1024,ck,0,0,99.7734,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,602.66,934.04,0.0
gfx942,304,1024,32768,1024,ck,0,0,112.8064,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,609.18,901.65,0.0
gfx942,304,1280,32768,1024,ck,0,0,142.4545,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,602.99,833.61,0.0
gfx942,304,1536,32768,1024,ck,0,0,165.4516,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,623.02,820.73,0.0
